"","name","r","dis","asian","black","hispanic","multi","natam","pacisl","white"
"456","North Glen Elementary School",6,"Anne Arundel County Public Schools",6.36704,35.206,13.4831,5.61798,1.49813,0,37.8277
"457","Jackson Road Elementary School",4,"Montgomery County Public Schools",13.5008,47.0958,33.438,2.1978,0,0.313972,3.45369
"458","Kemp Mill Elementary School",2,"Montgomery County Public Schools",6.33188,24.8908,60.6987,1.52838,0.436681,0,6.11354
"459","Lakewood Elementary School",9,"Montgomery County Public Schools",41.5385,3.4188,6.66667,3.93162,0,0,44.4444
"460","Laytonsville Elementary School",6,"Montgomery County Public Schools",8.57143,10.989,10.7692,7.47253,0,0,62.1978
"461","Longview School",2,"Montgomery County Public Schools",18.1818,20.4545,22.7273,9.09091,0,0,29.5455
"462","Longview School",4,"Montgomery County Public Schools",18.1818,20.4545,22.7273,9.09091,0,0,29.5455
"463","Lucy V. Barnsley Elementary School",8,"Montgomery County Public Schools",15.994,13.4529,28.9985,6.27803,0,0.298954,34.9776
"464","Luxmanor Elementary School",8,"Montgomery County Public Schools",21.4912,12.0614,17.7632,3.28947,0,0,45.3947
"465","Maryvale Elementary School",7,"Montgomery County Public Schools",8.05604,26.7951,32.3993,7.70578,0.350263,0,24.6935
"466","Meadow Hall Elementary School",4,"Montgomery County Public Schools",8.43373,14.6988,47.9518,4.81928,0.481928,0.240964,23.3735
"467","Mill Creek Towne Elementary School",3,"Montgomery County Public Schools",12.7711,13.494,42.8916,4.09639,0.240964,0.240964,26.2651
"468","Montgomery Knolls Elementary School",3,"Montgomery County Public Schools",8.21053,23.1579,47.7895,2.52632,0.210526,0,18.1053
"469","Montgomery Knolls Elementary School",5,"Montgomery County Public Schools",8.21053,23.1579,47.7895,2.52632,0.210526,0,18.1053
"470","Oak Hill Elementary School",9,"Anne Arundel County Public Schools",1.89329,4.47504,4.99139,7.22892,0.172117,0.688468,80.5508
"471","New Hampshire Estates Elementary School",4,"Montgomery County Public Schools",3.5124,16.1157,75.6198,0.619835,0,0,4.13223
"472","New Hampshire Estates Elementary School",5,"Montgomery County Public Schools",3.5124,16.1157,75.6198,0.619835,0,0,4.13223
"473","Oak View Elementary School",4,"Montgomery County Public Schools",8.81459,21.5805,51.0638,2.73556,0,0,15.8055
"474","Oakland Terrace Elementary School",7,"Montgomery County Public Schools",8.04598,16.2069,28.5057,5.97701,0.45977,0,40.8046
"475","Olney Elementary School",8,"Montgomery County Public Schools",10.9836,13.2787,17.0492,5.40984,0,0.327869,52.9508
"476","Kensington Parkwood Elementary School",9,"Montgomery County Public Schools",7.75988,5.12445,10.981,4.09956,0.146413,0,71.8887
"477","Pine Crest Elementary School",5,"Montgomery County Public Schools",14.1148,19.8565,32.0574,6.2201,0,0.239234,27.512
"478","Piney Branch Elementary School",5,"Montgomery County Public Schools",4.38413,34.238,16.0752,6.47182,0,0.417537,38.4134
"479","Oakwood Elementary School",7,"Anne Arundel County Public Schools",5.78035,21.6763,14.7399,6.93642,0,1.44509,49.422
"480","Potomac Elementary School",9,"Montgomery County Public Schools",30.5019,3.0888,3.0888,4.82625,0,0.3861,58.1081
"481","Ritchie Park Elementary School",6,"Montgomery County Public Schools",22.2222,9.79284,17.3258,4.14313,0.188324,0,46.3277
"482","Rock Creek Forest Elementary School",8,"Montgomery County Public Schools",5.0173,15.3979,29.2388,5.53633,0.346021,0.17301,44.2907
"483","Rock View Elementary School",4,"Montgomery County Public Schools",10.2326,17.3643,42.1705,5.73643,0.155039,0,24.3411
"484","Rock Creek Valley Elementary School",7,"Montgomery County Public Schools",9.28571,9.28571,38.8095,6.42857,0.714286,0,35.4762
"485","Odenton Elementary School",7,"Anne Arundel County Public Schools",4.48718,26.9231,11.859,10.2564,0,0,46.4744
"486","Rolling Terrace Elementary School",4,"Montgomery County Public Schools",3.98406,14.6082,59.4954,5.04648,0.132802,0,16.7331
"487","Rosemary Hills Elementary School",2,"Montgomery County Public Schools",5.07246,13.0435,15.7971,6.81159,0.144928,0.289855,58.8406
"488","Rosemary Hills Elementary School",3,"Montgomery County Public Schools",5.07246,13.0435,15.7971,6.81159,0.144928,0.289855,58.8406
"489","Rosemary Hills Elementary School",4,"Montgomery County Public Schools",5.07246,13.0435,15.7971,6.81159,0.144928,0.289855,58.8406
"490","Rosemont Elementary School",5,"Montgomery County Public Schools",9.96169,22.7969,44.636,6.13027,0.574713,0,15.9004
"491","Seven Locks Elementary School",9,"Montgomery County Public Schools",16.5109,8.09969,9.34579,4.04984,0,0.311526,61.6822
"492","Sherwood Elementary School",8,"Montgomery County Public Schools",14.5055,16.044,10.989,5.27473,0,0,53.1868
"493","Somerset Elementary School",9,"Montgomery County Public Schools",11.002,3.73281,7.66208,5.10806,0,0,72.4951
"494","South Lake Elementary School",2,"Montgomery County Public Schools",6.5123,30.8249,54.5586,3.47323,0.144718,0.144718,4.34153
"495","Stedwick Elementary School",3,"Montgomery County Public Schools",8.47176,36.711,30.3987,6.31229,0.332226,0.166113,17.608
"496","Stonegate Elementary School",8,"Montgomery County Public Schools",15.5361,30.6346,14.8797,5.68928,0,0,33.2604
"497","Strathmore Elementary School",3,"Montgomery County Public Schools",6.54912,46.0957,36.0201,3.77834,0.251889,0,7.30479
"498","Summit Hall Elementary School",4,"Montgomery County Public Schools",4.46927,24.9534,63.1285,2.60708,0.744879,0,4.09683
"499","Takoma Park Elementary School",4,"Montgomery County Public Schools",3.75,33.75,18.2143,6.07143,0.178571,0,38.0357
"500","Takoma Park Elementary School",5,"Montgomery County Public Schools",3.75,33.75,18.2143,6.07143,0.178571,0,38.0357
"501","Travilah Elementary School",10,"Montgomery County Public Schools",38.3721,4.4186,4.65116,7.44186,0,0,45.1163
"502","Twinbrook Elementary School",2,"Montgomery County Public Schools",17.3145,10.7774,57.4205,3.18021,0.176678,0,11.1307
"503","Viers Mill Elementary School",6,"Montgomery County Public Schools",7.75444,12.7625,63.9742,2.74637,0.323102,0.161551,12.2779
"504","Washington Grove Elementary School",5,"Montgomery County Public Schools",11.1675,15.736,55.8376,3.80711,0.253807,0.253807,12.9442
"505","Watkins Mill Elementary School",2,"Montgomery County Public Schools",12.0209,33.2753,41.4634,5.74913,0.348432,0,7.14286
"506","Wayside Elementary School",10,"Montgomery County Public Schools",28.8194,5.90278,4.6875,6.07639,0.173611,0,54.3403
"507","Weller Road Elementary School",4,"Montgomery County Public Schools",10.9215,11.4334,72.0136,1.70648,0.170648,0,3.75427
"508","Beall Elementary School",7,"Montgomery County Public Schools",24.4737,14.3421,16.4474,9.3421,0.131579,0,35.2632
"509","Westbrook Elementary School",9,"Montgomery County Public Schools",3.16302,1.45985,7.05596,6.56934,0,0,81.7518
"510","Westover Elementary School",8,"Montgomery County Public Schools",16.6154,31.3846,18.7692,5.84615,0,0.307692,27.0769
"511","Wheaton Woods Elementary School",5,"Montgomery County Public Schools",7.08333,30,57.2917,1.04167,0,0,4.58333
"512","Whetstone Elementary School",3,"Montgomery County Public Schools",9.51684,26.6471,46.2665,3.51391,0,0.146413,13.9092
"513","William Tyler Page Elementary School",5,"Montgomery County Public Schools",21.0654,48.9104,18.1598,5.32688,0,0,6.53753
"514","Wood Acres Elementary School",9,"Montgomery County Public Schools",9.47226,3.11231,7.17185,6.08931,0.135318,0,74.0189
"515","Woodfield Elementary School",8,"Montgomery County Public Schools",5.32544,5.6213,15.9763,4.43787,0.295858,0,68.3432
"516","Woodlin Elementary School",8,"Montgomery County Public Schools",6.07735,26.5193,17.6796,5.15654,0.184162,0,44.3831
"517","Wyngate Elementary School",9,"Montgomery County Public Schools",9.36599,3.7464,8.06916,7.92507,0.144092,0.144092,70.6052
"518","Regional Institute For Children & Adolescents",2,"Montgomery County Public Schools",1.9802,36.6337,14.8515,1.9802,0,0,44.5545
"519","Lake Seneca Elementary School",4,"Montgomery County Public Schools",11.3801,33.414,25.908,3.63196,0.484262,0,25.1816
